,DateTime
13312,2021-01-26 14:45:00
13313,2021-01-26 14:50:00
13314,2021-01-26 14:55:00
13315,2021-01-26 15:05:00
13316,2021-01-26 15:10:00
13317,2021-01-26 15:15:00
13318,2021-01-26 15:20:00
13319,2021-01-26 15:25:00
13320,2021-01-26 15:30:00
13321,2021-01-26 15:35:00
13322,2021-01-26 15:40:00
13323,2021-01-26 15:45:00
13324,2021-01-26 15:50:00
13325,2021-01-26 15:55:00
13326,2021-01-26 16:00:00
13327,2021-01-26 16:05:00
13328,2021-01-26 16:10:00
13329,2021-01-26 16:15:00
13330,2021-01-26 16:20:00
13331,2021-01-26 16:25:00
13332,2021-01-26 16:30:00
13333,2021-01-26 16:35:00
13334,2021-01-26 16:40:00
13335,2021-01-26 16:45:00
13336,2021-01-26 16:50:00
13337,2021-01-26 16:55:00
13338,2021-01-26 17:05:00
13339,2021-01-26 17:10:00
13340,2021-01-26 17:15:00
13341,2021-01-26 17:20:00
13342,2021-01-26 17:25:00
13343,2021-01-26 17:30:00
13344,2021-01-26 17:35:00
13345,2021-01-26 17:40:00
13346,2021-01-26 17:45:00
13347,2021-01-26 17:50:00
13348,2021-01-26 17:55:00
13349,2021-01-26 18:00:00
13350,2021-01-26 18:05:00
13351,2021-01-26 18:10:00
13352,2021-01-26 18:15:00
13353,2021-01-26 18:20:00
13354,2021-01-26 18:25:00
13355,2021-01-26 18:30:00
13356,2021-01-26 18:35:00
13357,2021-01-26 18:40:00
13358,2021-01-26 18:45:00
13359,2021-01-26 18:50:00
13360,2021-01-26 18:55:00
13361,2021-01-26 19:05:00
13362,2021-01-26 19:10:00
13363,2021-01-26 19:15:00
13364,2021-01-26 19:20:00
13365,2021-01-26 19:25:00
13366,2021-01-26 19:30:00
13367,2021-01-26 19:35:00
13368,2021-01-26 19:40:00
13369,2021-01-26 19:45:00
13370,2021-01-26 19:50:00
13371,2021-01-26 19:55:00
13372,2021-01-26 20:00:00
13373,2021-01-26 20:05:00
13374,2021-01-26 20:10:00
13375,2021-01-26 20:15:00
13376,2021-01-26 20:20:00
13377,2021-01-26 20:25:00
13378,2021-01-26 20:30:00
13379,2021-01-26 20:35:00
13380,2021-01-26 20:40:00
13381,2021-01-26 20:45:00
13382,2021-01-26 20:50:00
13383,2021-01-26 20:55:00
13384,2021-01-26 21:05:00
13385,2021-01-26 21:10:00
13386,2021-01-26 21:15:00
13387,2021-01-26 21:20:00
13388,2021-01-26 21:25:00
13389,2021-01-26 21:30:00
13390,2021-01-26 21:35:00
13391,2021-01-26 21:40:00
13392,2021-01-26 21:45:00
13393,2021-01-26 21:50:00
13394,2021-01-26 21:55:00
13395,2021-01-26 22:00:00
13396,2021-01-26 22:05:00
13397,2021-01-26 22:10:00
13398,2021-01-26 22:15:00
13399,2021-01-26 22:20:00
13400,2021-01-26 22:25:00
13401,2021-01-26 22:30:00
13402,2021-01-26 22:35:00
13403,2021-01-26 22:40:00
13404,2021-01-26 22:45:00
13405,2021-01-26 22:50:00
13406,2021-01-26 22:55:00
13407,2021-01-26 23:05:00
13408,2021-01-26 23:10:00
13409,2021-01-26 23:15:00
13410,2021-01-26 23:20:00
13411,2021-01-26 23:25:00
13412,2021-01-26 23:30:00
13413,2021-01-26 23:35:00
13414,2021-01-26 23:40:00
13415,2021-01-26 23:45:00
13416,2021-01-26 23:50:00
13417,2021-01-26 23:55:00
13418,2021-01-27 00:00:00
13419,2021-01-27 00:05:00
13420,2021-01-27 00:10:00
13421,2021-01-27 00:15:00
13422,2021-01-27 00:20:00
13423,2021-01-27 00:25:00
13424,2021-01-27 00:30:00
13425,2021-01-27 00:35:00
13426,2021-01-27 00:40:00
13427,2021-01-27 00:45:00
13428,2021-01-27 00:50:00
13429,2021-01-27 00:55:00
13430,2021-01-27 01:00:00
13431,2021-01-27 01:05:00
13432,2021-01-27 01:10:00
13433,2021-01-27 01:15:00
13434,2021-01-27 01:20:00
13435,2021-01-27 01:25:00
13436,2021-01-27 01:30:00
13437,2021-01-27 01:35:00
13438,2021-01-27 01:40:00
13439,2021-01-27 01:45:00
13440,2021-01-27 01:50:00
13441,2021-01-27 01:55:00
13442,2021-01-27 02:05:00
13443,2021-01-27 02:10:00
13444,2021-01-27 02:15:00
13445,2021-01-27 02:20:00
13446,2021-01-27 02:25:00
13447,2021-01-27 02:30:00
13448,2021-01-27 02:35:00
13449,2021-01-27 02:40:00
13450,2021-01-27 02:45:00
13451,2021-01-27 02:50:00
13452,2021-01-27 02:55:00
13453,2021-01-27 03:00:00
13454,2021-01-27 03:05:00
13455,2021-01-27 03:10:00
13456,2021-01-27 03:15:00
13457,2021-01-27 03:20:00
13458,2021-01-27 03:25:00
13459,2021-01-27 03:30:00
13460,2021-01-27 03:35:00
13461,2021-01-27 03:40:00
13462,2021-01-27 03:45:00
13463,2021-01-27 03:50:00
13464,2021-01-27 03:55:00
13465,2021-01-27 04:05:00
13466,2021-01-27 04:10:00
13467,2021-01-27 04:15:00
13468,2021-01-27 04:20:00
13469,2021-01-27 04:25:00
13470,2021-01-27 04:30:00
13471,2021-01-27 04:35:00
13472,2021-01-27 04:40:00
13473,2021-01-27 04:45:00
13474,2021-01-27 04:50:00
13475,2021-01-27 04:55:00
13476,2021-01-27 05:05:00
13477,2021-01-27 05:10:00
13478,2021-01-27 05:15:00
13479,2021-01-27 05:20:00
13480,2021-01-27 05:25:00
13481,2021-01-27 05:30:00
13482,2021-01-27 05:35:00
13483,2021-01-27 05:40:00
13484,2021-01-27 05:45:00
13485,2021-01-27 05:50:00
13486,2021-01-27 05:55:00
13487,2021-01-27 06:05:00
13488,2021-01-27 06:10:00
13489,2021-01-27 06:15:00
13490,2021-01-27 06:20:00
13491,2021-01-27 06:25:00
13492,2021-01-27 06:30:00
13493,2021-01-27 06:35:00
13494,2021-01-27 06:40:00
13495,2021-01-27 06:45:00
13496,2021-01-27 06:50:00
13497,2021-01-27 06:55:00
13498,2021-01-27 07:00:00
13499,2021-01-27 07:10:00
13500,2021-01-27 07:25:00
13501,2021-01-27 07:30:00
13502,2021-01-27 07:35:00
13503,2021-01-27 07:45:00
13504,2021-01-27 07:50:00
13505,2021-01-27 07:55:00
13506,2021-01-27 08:05:00
13507,2021-01-27 08:10:00
13508,2021-01-27 08:15:00
13509,2021-01-27 08:40:00
13510,2021-01-27 08:45:00
13511,2021-01-27 08:50:00
13512,2021-01-27 11:00:00
13513,2021-01-27 11:05:00
13514,2021-01-27 11:15:00
13515,2021-01-27 11:20:00
13516,2021-01-27 11:30:00
13517,2021-01-27 11:40:00
13518,2021-01-27 11:50:00
13519,2021-01-27 12:00:00
13520,2021-01-27 12:10:00
13521,2021-01-27 12:15:00
13522,2021-01-27 12:20:00
13523,2021-01-27 13:40:00
13524,2021-01-27 13:45:00
13525,2021-01-27 13:50:00
13526,2021-01-27 14:50:00
13527,2021-01-27 14:55:00
13528,2021-01-27 15:00:00
13529,2021-01-27 15:10:00
13530,2021-01-27 15:15:00
13531,2021-01-27 15:20:00
13532,2021-01-27 15:30:00
13533,2021-01-27 15:35:00
13534,2021-01-27 15:40:00
13535,2021-01-27 15:50:00
13536,2021-01-27 15:55:00
13537,2021-01-27 16:00:00
13538,2021-01-27 16:10:00
13539,2021-01-27 16:30:00
13540,2021-01-27 16:35:00
13541,2021-01-27 16:40:00
13542,2021-01-27 16:50:00
13543,2021-01-27 16:55:00
13544,2021-01-27 17:00:00
13545,2021-01-27 21:15:00
13546,2021-01-27 21:20:00
13547,2021-01-27 21:25:00
13548,2021-01-27 21:35:00
13549,2021-01-27 21:40:00
13550,2021-01-27 21:50:00
13551,2021-01-27 21:55:00
13552,2021-01-27 22:05:00
13553,2021-01-27 22:10:00
13554,2021-01-28 05:40:00
13555,2021-01-28 05:50:00
13556,2021-01-28 06:00:00
13557,2021-01-28 06:05:00
13558,2021-01-28 06:15:00
13559,2021-01-28 06:20:00
13560,2021-01-28 06:25:00
13561,2021-01-28 06:35:00
13562,2021-01-28 06:40:00
13563,2021-01-28 06:45:00
13564,2021-01-28 07:50:00
13565,2021-01-28 07:55:00
13566,2021-01-28 08:00:00
13567,2021-01-28 08:10:00
13568,2021-01-28 08:15:00
13569,2021-01-28 10:00:00
13570,2021-01-28 10:05:00
13571,2021-01-28 10:10:00
13572,2021-01-28 10:20:00
13573,2021-01-28 10:25:00
13574,2021-01-28 10:35:00
13575,2021-01-28 10:40:00
13576,2021-01-28 10:55:00
13577,2021-01-28 11:05:00
13578,2021-01-28 11:10:00
13579,2021-01-28 12:40:00
13580,2021-01-28 12:45:00
13581,2021-01-28 12:55:00
13582,2021-01-28 13:00:00
13583,2021-01-28 13:05:00
13584,2021-01-28 13:10:00
13585,2021-01-28 13:35:00
13586,2021-01-28 13:40:00
13587,2021-01-28 13:45:00
13588,2021-01-28 13:50:00
13589,2021-01-28 14:00:00
13590,2021-01-28 14:05:00
13591,2021-01-28 14:10:00
13592,2021-01-28 14:20:00
13593,2021-01-28 14:25:00
13594,2021-01-28 14:30:00
13595,2021-01-28 14:40:00
13596,2021-01-28 14:45:00
13597,2021-01-28 14:50:00
13598,2021-01-28 15:00:00
13599,2021-01-28 15:05:00
13600,2021-01-28 15:10:00
13601,2021-01-28 15:40:00
13602,2021-01-28 15:45:00
13603,2021-01-28 15:50:00
13604,2021-01-28 16:00:00
13605,2021-01-28 16:05:00
13606,2021-01-28 16:10:00
13607,2021-01-28 16:20:00
13608,2021-01-28 16:25:00
13609,2021-01-28 16:30:00
13610,2021-01-28 16:40:00
13611,2021-01-28 16:45:00
13612,2021-01-28 16:50:00
13613,2021-01-28 17:00:00
13614,2021-01-28 17:05:00
13615,2021-01-28 17:10:00
13616,2021-01-28 22:10:00
13617,2021-01-28 22:20:00
13618,2021-01-28 22:25:00
13619,2021-01-28 23:05:00
13620,2021-01-28 23:10:00
13621,2021-01-28 23:20:00
13622,2021-01-28 23:30:00
13623,2021-01-28 23:35:00
13624,2021-01-28 23:40:00
13625,2021-01-28 23:50:00
13626,2021-01-28 23:55:00
13627,2021-01-29 00:00:00
13628,2021-01-29 00:10:00
13629,2021-01-29 00:15:00
13630,2021-01-29 00:20:00
13631,2021-01-29 00:30:00
13632,2021-01-29 00:35:00
13633,2021-01-29 00:45:00
13634,2021-01-29 00:50:00
13635,2021-01-29 01:00:00
13636,2021-01-29 01:05:00
13637,2021-01-29 01:15:00
13638,2021-01-29 01:20:00
13639,2021-01-29 01:35:00
13640,2021-01-29 01:40:00
13641,2021-01-29 01:50:00
13642,2021-01-29 01:55:00
13643,2021-01-29 06:00:00
13644,2021-01-29 09:55:00
13645,2021-01-29 10:30:00
13646,2021-01-29 10:50:00
13647,2021-01-29 11:05:00
13648,2021-01-29 11:25:00
13649,2021-01-29 20:00:00
13650,2021-01-29 20:35:00
13651,2021-01-29 20:40:00
13652,2021-01-29 20:50:00
13653,2021-01-29 20:55:00
13654,2021-01-29 21:05:00
13655,2021-01-29 21:10:00
13656,2021-01-29 21:20:00
13657,2021-01-29 21:25:00
13658,2021-01-29 21:35:00
13659,2021-01-29 21:40:00
13660,2021-01-30 03:50:00
13661,2021-01-30 04:55:00
13662,2021-01-30 06:35:00
13663,2021-01-30 06:40:00
13664,2021-01-30 06:45:00
13665,2021-01-30 07:00:00
13666,2021-01-30 07:10:00
13667,2021-01-30 07:15:00
13668,2021-01-30 07:25:00
13669,2021-01-30 07:30:00
13670,2021-01-30 07:40:00
13671,2021-01-30 07:45:00
13672,2021-01-30 08:15:00
13673,2021-01-30 08:20:00
13674,2021-01-30 13:20:00
13675,2021-01-30 13:30:00
13676,2021-01-30 13:40:00
13677,2021-01-30 13:45:00
13678,2021-01-30 13:50:00
13679,2021-01-30 14:00:00
13680,2021-01-30 14:05:00
13681,2021-01-30 14:15:00
13682,2021-01-30 14:20:00
13683,2021-01-30 14:25:00
13684,2021-01-30 14:30:00
13685,2021-01-30 14:55:00
13686,2021-01-30 15:00:00
13687,2021-01-30 15:05:00
13688,2021-01-30 16:20:00
13689,2021-01-30 16:25:00
13690,2021-01-30 16:30:00
13691,2021-01-30 16:40:00
13692,2021-01-30 16:45:00
13693,2021-01-30 16:55:00
13694,2021-01-30 17:30:00
13695,2021-01-30 17:35:00
13696,2021-01-30 17:45:00
13697,2021-01-30 17:50:00
13698,2021-01-30 18:00:00
13699,2021-01-30 18:05:00
13700,2021-01-30 18:15:00
13701,2021-01-30 18:20:00
13702,2021-01-30 18:25:00
13703,2021-01-30 18:35:00
13704,2021-01-30 18:40:00
13705,2021-01-30 18:55:00
13706,2021-01-30 19:05:00
13707,2021-01-30 19:10:00
13708,2021-01-31 01:25:00
13709,2021-01-31 01:45:00
13710,2021-01-31 01:55:00
13711,2021-01-31 02:00:00
13712,2021-01-31 02:10:00
13713,2021-01-31 02:15:00
13714,2021-01-31 08:05:00
13715,2021-01-31 08:15:00
13716,2021-01-31 08:20:00
13717,2021-01-31 12:35:00
13718,2021-01-31 12:45:00
13719,2021-01-31 12:50:00
13720,2021-01-31 12:55:00
13721,2021-01-31 19:05:00
13722,2021-01-31 19:10:00
13723,2021-01-31 19:15:00
13724,2021-01-31 19:25:00
13725,2021-01-31 19:40:00
13726,2021-01-31 19:45:00
13727,2021-01-31 19:50:00
13728,2021-01-31 20:55:00
13729,2021-01-31 21:00:00
13730,2021-01-31 21:05:00
13731,2021-01-31 21:30:00
13732,2021-01-31 21:40:00
13733,2021-01-31 21:50:00
13734,2021-01-31 21:55:00
13735,2021-01-31 22:00:00
13736,2021-01-31 22:10:00
13737,2021-01-31 22:15:00
13738,2021-01-31 22:20:00
13739,2021-02-01 00:50:00
13740,2021-02-01 00:55:00
13741,2021-02-01 01:00:00
13742,2021-02-01 01:10:00
13743,2021-02-01 01:15:00
13744,2021-02-01 01:20:00
13745,2021-02-01 01:45:00
13746,2021-02-01 01:50:00
13747,2021-02-01 01:55:00
13748,2021-02-01 02:40:00
13749,2021-02-01 03:45:00
13750,2021-02-01 03:50:00
13751,2021-02-01 03:55:00
13752,2021-02-01 04:05:00
13753,2021-02-01 06:40:00
13754,2021-02-01 06:50:00
13755,2021-02-01 06:55:00
13756,2021-02-01 11:15:00
13757,2021-02-01 14:05:00
13758,2021-02-01 14:15:00
13759,2021-02-01 14:20:00
13760,2021-02-01 14:25:00
13761,2021-02-01 20:35:00
13762,2021-02-01 20:45:00
13763,2021-02-01 20:50:00
13764,2021-02-01 20:55:00
13765,2021-02-01 21:05:00
13766,2021-02-01 21:10:00
13767,2021-02-01 21:15:00
13768,2021-02-01 21:25:00
13769,2021-02-01 21:30:00
13770,2021-02-01 21:35:00
13771,2021-02-01 21:45:00
13772,2021-02-01 21:50:00
13773,2021-02-01 21:55:00
13774,2021-02-02 02:15:00
13775,2021-02-02 02:25:00
13776,2021-02-02 07:05:00
13777,2021-02-02 07:10:00
13778,2021-02-02 07:15:00
13779,2021-02-02 07:25:00
13780,2021-02-02 07:30:00
13781,2021-02-02 07:35:00
13782,2021-02-02 08:15:00
13783,2021-02-02 08:20:00
13784,2021-02-02 08:25:00
13785,2021-02-02 08:50:00
13786,2021-02-02 08:55:00
13787,2021-02-02 09:00:00
13788,2021-02-02 09:45:00
13789,2021-02-02 09:50:00
13790,2021-02-02 09:55:00
13791,2021-02-02 11:50:00
13792,2021-02-02 11:55:00
13793,2021-02-02 12:30:00
13794,2021-02-02 17:10:00
13795,2021-02-02 17:20:00
13796,2021-02-02 17:25:00
13797,2021-02-02 17:30:00
13798,2021-02-02 17:35:00
13799,2021-02-02 17:45:00
13800,2021-02-02 17:50:00
13801,2021-02-02 17:55:00
13802,2021-02-02 18:00:00
13803,2021-02-02 21:10:00
13804,2021-02-02 21:20:00
13805,2021-02-02 21:25:00
13806,2021-02-02 21:30:00
13807,2021-02-02 21:35:00
13808,2021-02-02 21:40:00
13809,2021-02-03 03:35:00
13810,2021-02-03 03:50:00
13811,2021-02-03 04:05:00
13812,2021-02-03 04:10:00
13813,2021-02-03 04:25:00
13814,2021-02-03 04:35:00
13815,2021-02-03 04:40:00
13816,2021-02-03 10:50:00
13817,2021-02-03 11:00:00
13818,2021-02-03 11:05:00
13819,2021-02-03 16:30:00
13820,2021-02-03 16:40:00
13821,2021-02-03 16:55:00
13822,2021-02-03 17:15:00
13823,2021-02-03 17:20:00
13824,2021-02-03 17:25:00
13825,2021-02-03 18:40:00
13826,2021-02-03 18:45:00
13827,2021-02-03 18:50:00
13828,2021-02-03 18:55:00
13829,2021-02-03 19:05:00
13830,2021-02-03 19:10:00
13831,2021-02-03 19:15:00
13832,2021-02-03 21:35:00
13833,2021-02-03 23:00:00
13834,2021-02-03 23:10:00
13835,2021-02-03 23:15:00
13836,2021-02-04 04:15:00
13837,2021-02-04 04:20:00
13838,2021-02-04 04:25:00
13839,2021-02-04 09:10:00
13840,2021-02-04 09:15:00
13841,2021-02-04 09:20:00
13842,2021-02-04 09:30:00
13843,2021-02-04 09:35:00
13844,2021-02-04 09:45:00
13845,2021-02-04 09:50:00
13846,2021-02-04 10:00:00
13847,2021-02-04 10:05:00
13848,2021-02-04 10:15:00
13849,2021-02-04 10:20:00
13850,2021-02-04 10:30:00
13851,2021-02-04 10:35:00
13852,2021-02-04 18:55:00
13853,2021-02-04 19:10:00
13854,2021-02-04 19:15:00
13855,2021-02-05 00:20:00
13856,2021-02-05 00:35:00
13857,2021-02-05 00:40:00
13858,2021-02-05 06:25:00
13859,2021-02-05 07:15:00
13860,2021-02-05 07:35:00
13861,2021-02-05 08:15:00
13862,2021-02-05 08:20:00
13863,2021-02-05 08:25:00
13864,2021-02-05 08:40:00
13865,2021-02-05 08:55:00
13866,2021-02-05 09:00:00
13867,2021-02-05 10:15:00
13868,2021-02-05 10:20:00
13869,2021-02-05 10:40:00
13870,2021-02-05 10:45:00
13871,2021-02-05 14:00:00
13872,2021-02-05 14:05:00
13873,2021-02-05 14:10:00
13874,2021-02-05 14:25:00
13875,2021-02-05 14:40:00
13876,2021-02-05 14:45:00
13877,2021-02-05 15:30:00
13878,2021-02-05 15:35:00
13879,2021-02-05 15:40:00
13880,2021-02-05 15:50:00
13881,2021-02-05 15:55:00
13882,2021-02-05 16:15:00
13883,2021-02-05 16:20:00
13884,2021-02-05 16:30:00
13885,2021-02-05 16:40:00
13886,2021-02-05 16:45:00
13887,2021-02-05 16:50:00
13888,2021-02-05 17:00:00
13889,2021-02-05 17:05:00
13890,2021-02-05 17:10:00
13891,2021-02-05 17:20:00
13892,2021-02-05 17:25:00
13893,2021-02-05 17:35:00
13894,2021-02-05 17:50:00
13895,2021-02-05 17:55:00
13896,2021-02-05 18:00:00
13897,2021-02-05 18:10:00
13898,2021-02-05 18:15:00
13899,2021-02-05 18:25:00
13900,2021-02-05 18:30:00
13901,2021-02-05 18:35:00
13902,2021-02-05 18:45:00
13903,2021-02-05 18:50:00
13904,2021-02-05 19:00:00
13905,2021-02-05 19:20:00
13906,2021-02-05 23:00:00
13907,2021-02-05 23:05:00
13908,2021-02-05 23:10:00
13909,2021-02-05 23:35:00
13910,2021-02-05 23:40:00
13911,2021-02-06 05:35:00
13912,2021-02-06 05:45:00
13913,2021-02-06 05:50:00
13914,2021-02-06 07:20:00
13915,2021-02-06 10:30:00
13916,2021-02-06 10:35:00
13917,2021-02-06 10:40:00
13918,2021-02-06 10:45:00
13919,2021-02-06 10:50:00
13920,2021-02-06 10:55:00
13921,2021-02-06 11:00:00
13922,2021-02-06 11:05:00
13923,2021-02-06 11:10:00
13924,2021-02-06 11:15:00
13925,2021-02-06 11:20:00
13926,2021-02-06 11:25:00
13927,2021-02-06 11:30:00
13928,2021-02-06 11:35:00
13929,2021-02-06 11:40:00
13930,2021-02-06 11:45:00
13931,2021-02-06 11:50:00
13932,2021-02-06 11:55:00
13933,2021-02-06 12:00:00
13934,2021-02-06 12:05:00
13935,2021-02-06 12:10:00
13936,2021-02-06 12:15:00
13937,2021-02-06 12:20:00
13938,2021-02-06 12:25:00
13939,2021-02-06 12:30:00
13940,2021-02-06 12:35:00
13941,2021-02-06 12:40:00
13942,2021-02-06 12:45:00
13943,2021-02-06 12:50:00
13944,2021-02-06 12:55:00
13945,2021-02-06 13:00:00
13946,2021-02-06 13:05:00
13947,2021-02-06 13:10:00
13948,2021-02-06 13:15:00
13949,2021-02-06 13:20:00
13950,2021-02-06 13:25:00
13951,2021-02-06 13:30:00
13952,2021-02-06 13:35:00
13953,2021-02-06 13:40:00
13954,2021-02-06 13:45:00
13955,2021-02-06 13:50:00
13956,2021-02-06 13:55:00
13957,2021-02-06 14:00:00
13958,2021-02-06 14:05:00
13959,2021-02-06 14:10:00
13960,2021-02-06 14:15:00
13961,2021-02-06 14:20:00
13962,2021-02-06 14:25:00
13963,2021-02-06 14:30:00
13964,2021-02-06 14:35:00
13965,2021-02-06 14:40:00
13966,2021-02-06 14:45:00
13967,2021-02-06 14:50:00
13968,2021-02-06 14:55:00
13969,2021-02-06 15:00:00
13970,2021-02-06 15:05:00
13971,2021-02-06 15:10:00
13972,2021-02-06 15:15:00
13973,2021-02-06 15:20:00
13974,2021-02-06 15:25:00
13975,2021-02-06 15:30:00
13976,2021-02-06 15:35:00
13977,2021-02-06 15:45:00
13978,2021-02-06 15:50:00
13979,2021-02-06 15:55:00
13980,2021-02-06 16:00:00
13981,2021-02-06 20:30:00
13982,2021-02-06 20:40:00
13983,2021-02-06 20:45:00
13984,2021-02-06 20:50:00
13985,2021-02-06 21:00:00
13986,2021-02-06 21:05:00
13987,2021-02-06 21:10:00
13988,2021-02-06 22:35:00
13989,2021-02-06 22:40:00
13990,2021-02-06 22:45:00
13991,2021-02-06 22:55:00
13992,2021-02-07 03:25:00
13993,2021-02-07 03:35:00
13994,2021-02-07 03:40:00
13995,2021-02-07 03:55:00
13996,2021-02-07 04:10:00
13997,2021-02-07 04:15:00
13998,2021-02-07 04:30:00
13999,2021-02-07 04:45:00
14000,2021-02-07 04:50:00
14001,2021-02-07 07:30:00
14002,2021-02-07 07:35:00
14003,2021-02-07 07:40:00
14004,2021-02-07 07:45:00
14005,2021-02-07 07:50:00
14006,2021-02-07 07:55:00
14007,2021-02-07 08:00:00
14008,2021-02-07 08:05:00
14009,2021-02-07 08:10:00
14010,2021-02-07 08:15:00
14011,2021-02-07 08:20:00
14012,2021-02-07 08:25:00
14013,2021-02-07 08:30:00
14014,2021-02-07 09:00:00
14015,2021-02-07 09:05:00
14016,2021-02-07 09:10:00
14017,2021-02-07 09:20:00
14018,2021-02-07 09:25:00
14019,2021-02-07 09:30:00
14020,2021-02-07 09:40:00
14021,2021-02-07 10:20:00
14022,2021-02-07 10:45:00
14023,2021-02-07 10:50:00
14024,2021-02-07 11:00:00
14025,2021-02-07 11:05:00
14026,2021-02-07 11:15:00
14027,2021-02-07 11:20:00
14028,2021-02-07 11:40:00
14029,2021-02-07 11:45:00
14030,2021-02-07 11:55:00
14031,2021-02-07 12:00:00
14032,2021-02-07 12:10:00
14033,2021-02-07 12:15:00
14034,2021-02-07 12:25:00
14035,2021-02-07 12:30:00
14036,2021-02-07 12:50:00
14037,2021-02-07 12:55:00
14038,2021-02-07 19:40:00
14039,2021-02-07 19:45:00
14040,2021-02-07 19:50:00
14041,2021-02-07 20:00:00
14042,2021-02-07 20:05:00
14043,2021-02-08 03:30:00
14044,2021-02-08 03:40:00
14045,2021-02-08 03:45:00
14046,2021-02-08 03:55:00
14047,2021-02-08 04:00:00
14048,2021-02-08 04:25:00
14049,2021-02-08 04:30:00
14050,2021-02-08 04:40:00
14051,2021-02-08 04:45:00
14052,2021-02-08 04:55:00
14053,2021-02-08 05:10:00
14054,2021-02-08 05:15:00
14055,2021-02-08 05:30:00
14056,2021-02-08 05:45:00
14057,2021-02-08 05:50:00
14058,2021-02-08 06:00:00
14059,2021-02-08 06:05:00
14060,2021-02-08 06:15:00
14061,2021-02-08 06:20:00
14062,2021-02-08 10:05:00
14063,2021-02-08 10:25:00
14064,2021-02-08 10:40:00
14065,2021-02-08 10:55:00
14066,2021-02-08 11:00:00
14067,2021-02-08 11:05:00
14068,2021-02-08 11:15:00
14069,2021-02-08 11:20:00
14070,2021-02-08 11:25:00
14071,2021-02-08 11:35:00
14072,2021-02-08 11:40:00
14073,2021-02-08 13:15:00
14074,2021-02-08 13:20:00
14075,2021-02-08 13:25:00
14076,2021-02-08 13:35:00
14077,2021-02-08 13:40:00
14078,2021-02-08 14:30:00
14079,2021-02-08 14:40:00
14080,2021-02-08 20:35:00
14081,2021-02-08 20:45:00
14082,2021-02-08 20:50:00
14083,2021-02-08 20:55:00
14084,2021-02-08 21:00:00
14085,2021-02-09 00:15:00
14086,2021-02-09 00:30:00
14087,2021-02-09 00:35:00
14088,2021-02-09 00:40:00
14089,2021-02-09 00:45:00
14090,2021-02-09 00:55:00
14091,2021-02-09 01:00:00
14092,2021-02-09 01:05:00
14093,2021-02-09 01:10:00
14094,2021-02-09 03:20:00
14095,2021-02-09 03:30:00
14096,2021-02-09 03:35:00
14097,2021-02-09 03:40:00
14098,2021-02-09 03:45:00
14099,2021-02-09 03:50:00
14100,2021-02-09 04:00:00
14101,2021-02-09 04:05:00
14102,2021-02-09 04:10:00
14103,2021-02-09 04:15:00
14104,2021-02-09 04:20:00
14105,2021-02-09 04:30:00
14106,2021-02-09 04:35:00
14107,2021-02-09 04:40:00
14108,2021-02-09 04:45:00
14109,2021-02-09 04:50:00
14110,2021-02-09 04:55:00
14111,2021-02-09 05:05:00
14112,2021-02-09 05:10:00
14113,2021-02-09 05:15:00
14114,2021-02-09 05:20:00
14115,2021-02-09 05:25:00
14116,2021-02-09 05:35:00
14117,2021-02-09 05:40:00
14118,2021-02-09 05:45:00
14119,2021-02-09 05:50:00
14120,2021-02-09 05:55:00
14121,2021-02-09 08:10:00
14122,2021-02-09 08:45:00
14123,2021-02-09 09:00:00
14124,2021-02-09 09:05:00
14125,2021-02-09 09:10:00
14126,2021-02-09 09:15:00
14127,2021-02-09 09:25:00
14128,2021-02-09 09:30:00
14129,2021-02-09 09:35:00
14130,2021-02-09 09:40:00
14131,2021-02-09 10:35:00
14132,2021-02-09 10:40:00
14133,2021-02-09 10:45:00
14134,2021-02-09 10:50:00
14135,2021-02-09 11:05:00
14136,2021-02-09 11:10:00
14137,2021-02-09 11:15:00
14138,2021-02-09 11:20:00
14139,2021-02-09 12:30:00
14140,2021-02-09 12:35:00
14141,2021-02-09 12:40:00
14142,2021-02-09 12:45:00
14143,2021-02-09 12:55:00
14144,2021-02-09 13:00:00
14145,2021-02-09 13:05:00
14146,2021-02-09 13:10:00
14147,2021-02-09 13:15:00
14148,2021-02-09 13:25:00
14149,2021-02-09 13:30:00
14150,2021-02-09 13:35:00
14151,2021-02-09 13:40:00
14152,2021-02-09 13:50:00
14153,2021-02-09 13:55:00
14154,2021-02-09 14:00:00
14155,2021-02-09 14:05:00
14156,2021-02-09 14:10:00
14157,2021-02-09 14:20:00
14158,2021-02-09 14:25:00
14159,2021-02-09 14:30:00
14160,2021-02-09 14:35:00
14161,2021-02-09 14:40:00
14162,2021-02-09 14:55:00
14163,2021-02-09 15:00:00
14164,2021-02-09 15:05:00
14165,2021-02-09 15:10:00
14166,2021-02-09 15:15:00
14167,2021-02-09 15:25:00
14168,2021-02-09 15:30:00
14169,2021-02-09 15:35:00
14170,2021-02-09 15:40:00
14171,2021-02-09 15:45:00
14172,2021-02-09 15:55:00
14173,2021-02-09 16:00:00
14174,2021-02-09 16:05:00
14175,2021-02-09 16:10:00
14176,2021-02-09 16:15:00
14177,2021-02-09 16:55:00
14178,2021-02-09 17:00:00
14179,2021-02-09 17:05:00
14180,2021-02-09 17:10:00
14181,2021-02-09 17:20:00
14182,2021-02-09 17:25:00
14183,2021-02-09 17:30:00
14184,2021-02-09 17:35:00
14185,2021-02-09 17:45:00
